,GENENAME,GENEID,PROTEINID,TXBIOTYPE,chemical,protein,experimental,prediction,database,textmining,combined_score,CIDs,Source,ID,pref_name,max_phase,molecule_type,first_approval,mechanism_of_action,action_type,synonyms
1013,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005591,9606.ENSP00000216797,0,0,700,0,700,CIDs00005591,ChEMBL,CHEMBL408,TROGLITAZONE,4,Small molecule,1997,Peroxisome proliferator-activated receptor gamma agonist,AGONIST,Troglitazone | Rezulin | CI-991 | CS-045 | GR-92132X | GR92132X | Prelay | Romozin
1014,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005538,9606.ENSP00000216797,0,0,700,108,724,CIDs00444795,ChEMBL,CHEMBL38,TRETINOIN,4,Small molecule,1971,Retinoic acid receptor agonist,AGONIST,Tretinoin | Retinoic acid | NSC-122758 | Acticin | Altreno | Atralin | Avita | Renova | Retin-a | Retin-a micro | Retin-a-micro | Tretin-X | Vesanoid
1015,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005538,9606.ENSP00000216797,0,0,700,108,724,CIDs05282379,ChEMBL,CHEMBL547,ISOTRETINOIN,4,Small molecule,1982,Retinoic acid receptor agonist,AGONIST,Isotretinoin | Retinoic acid 13-cis-form | 13 Cis-Retinoic Acid | PAT-001 | RO 4-3780 | RO-4-3780 | RO-43780 | Absorica | Absorica ld | Accutane | Amnesteem | Claravis | Isotrex | Myorisan | Roaccutane | Sotret | Zenatane
1016,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005538,9606.ENSP00000216797,0,0,700,108,724,CIDs00449171,ChEMBL,CHEMBL705,ALITRETINOIN,4,Small molecule,1999,Retinoid receptor agonist,AGONIST,Alitretinoin | Retinoic acid 9-cis-form | Panretin | AGN 192013 | AGN-192013 | ALRT-1057 | ALRT1057 | BAL-4079 | LG-100057 | LG100057 | LGD-1057 | LGD1057 | NSC-659772 | Toctino
1017,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005394,9606.ENSP00000216797,0,0,700,0,700,CIDs00005394,ChEMBL,CHEMBL810,TEMOZOLOMIDE,4,Small molecule,1999,DNA inhibitor,INHIBITOR,Temozolomide | CCRG-81045 | M&B 39831 | M&B-39831 | M-39831 | NSC-362856 | SCH 52365 | SCH-52365 | Temodal | Temodar | Temomedac
1018,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005352,9606.ENSP00000216797,0,0,700,0,700,CIDs01548886,ChEMBL,CHEMBL15770,SULINDAC,4,Small molecule,1978,Cyclooxygenase inhibitor,INHIBITOR,Sulindac | MK-231 | Clinoril
1019,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005311,9606.ENSP00000216797,0,0,700,0,700,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 1 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
1020,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005311,9606.ENSP00000216797,0,0,700,0,700,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 3 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
1021,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005311,9606.ENSP00000216797,0,0,700,0,700,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 6 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
1022,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005311,9606.ENSP00000216797,0,0,700,0,700,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 2 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
1023,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005291,9606.ENSP00000216797,0,0,700,0,700,CIDs00005291,ChEMBL,CHEMBL1642,IMATINIB MESYLATE,4,Small molecule,2001,Tyrosine-protein kinase ABL inhibitor,INHIBITOR,Imatinib mesylate | Imatinib mesilate | Imatinib methanesulfonate | Gleevec | Qti571 | QTI-571 | QTI571 | STI 571 | STI-571 | STI571 | Glivec
1024,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005291,9606.ENSP00000216797,0,0,700,0,700,CIDs00005291,ChEMBL,CHEMBL1642,IMATINIB MESYLATE,4,Small molecule,2001,Platelet-derived growth factor receptor beta inhibitor,INHIBITOR,Imatinib mesylate | Imatinib mesilate | Imatinib methanesulfonate | Gleevec | Qti571 | QTI-571 | QTI571 | STI 571 | STI-571 | STI571 | Glivec
1025,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005291,9606.ENSP00000216797,0,0,700,0,700,CIDs00005291,ChEMBL,CHEMBL1642,IMATINIB MESYLATE,4,Small molecule,2001,Stem cell growth factor receptor inhibitor,INHIBITOR,Imatinib mesylate | Imatinib mesilate | Imatinib methanesulfonate | Gleevec | Qti571 | QTI-571 | QTI571 | STI 571 | STI-571 | STI571 | Glivec
1026,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005291,9606.ENSP00000216797,0,0,700,0,700,CIDs00005291,ChEMBL,CHEMBL1642,IMATINIB MESYLATE,4,Small molecule,2001,Bcr/Abl fusion protein,INHIBITOR,Imatinib mesylate | Imatinib mesilate | Imatinib methanesulfonate | Gleevec | Qti571 | QTI-571 | QTI571 | STI 571 | STI-571 | STI571 | Glivec
1027,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005076,9606.ENSP00000216797,0,0,700,155,739,CIDs00392622,ChEMBL,CHEMBL163,RITONAVIR,4,Small molecule,1996,Human immunodeficiency virus type 1 protease inhibitor,INHIBITOR,Ritonavir | ABBOTT-84538 | Norvir | A-84538 | ABT-538 | NSC-693184 | Ritonavir related compounds mixture
1028,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00005076,9606.ENSP00000216797,0,0,700,155,739,CIDs00392622,ChEMBL,CHEMBL163,RITONAVIR,4,Small molecule,1996,Cytochrome P450 3A inhibitor,INHIBITOR,Ritonavir | ABBOTT-84538 | Norvir | A-84538 | ABT-538 | NSC-693184 | Ritonavir related compounds mixture
1029,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00004253,9606.ENSP00000216797,0,0,700,0,700,CIDs05288826,ChEMBL,CHEMBL2103744,MORPHINE SULFATE,4,Small molecule,1984,Mu opioid receptor agonist,AGONIST,Morphine sulfate | Morphine sulfate hydrate | Morphine sulfate anhydrous | Morphine sulfate pentahydrate | NSC-11441 | Arymo er | Astramorph pf | Avinza | Depodur | Duramorph | Duramorph pf | Duromorph | Filnarine sr | Infumorph | Kadian | Moraxen | Morcap sr | Morphabond | Morphabond er | Morphgesic sr | Morphine sulfate (autoinjector) | Ms contin | Mst continus | Oramorph | Oramorph sr | Oramorph udv | Rhotard | Sevredol | Srm-rhotard | Zomorph | Morphine sulfate cii
1030,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00004091,9606.ENSP00000216797,0,0,700,800,938,CIDs00004091,ChEMBL,CHEMBL1703,METFORMIN HYDROCHLORIDE,4,Small molecule,1995,Mitochondrial complex I (NADH dehydrogenase) inhibitor,INHIBITOR,Metformin hydrochloride | EX-404 | EX404 | LA-6023 | NSC-91485 | Bolamyn sr | Diagemet xl | Fortamet | Glucamet 500 | Glucamet 850 | Glucient sr | Glucophage | Glucophage sr | Glucophage xr | Glumetza | Glyformin | Janumet | Ledermetin | Metabet sr | Metsol | Milform | Orabet | Riomet | Riomet er | Sukkarto sr
1031,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00004091,9606.ENSP00000216797,0,0,700,800,938,CIDs00004091,ChEMBL,CHEMBL1703,METFORMIN HYDROCHLORIDE,4,Small molecule,1995,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,INHIBITOR,Metformin hydrochloride | EX-404 | EX404 | LA-6023 | NSC-91485 | Bolamyn sr | Diagemet xl | Fortamet | Glucamet 500 | Glucamet 850 | Glucient sr | Glucophage | Glucophage sr | Glucophage xr | Glumetza | Glyformin | Janumet | Ledermetin | Metabet sr | Metsol | Milform | Orabet | Riomet | Riomet er | Sukkarto sr
1032,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00003385,9606.ENSP00000216797,0,0,700,0,700,CIDs00003385,ChEMBL,CHEMBL185,FLUOROURACIL,4,Small molecule,1962,Thymidylate synthase inhibitor,INHIBITOR,Fluorouracil | 5-Fluorouracil | 5-FU | Fluracil | 5 FU | NSC-19893 | RO 2-9757 | RO-2-9757 | RO-29757 | 5.f.u. | Accusite | Actikerall | Adrucil | Carac | Efudex | Efudix | Fluoro-uracil roche | Fluoroplex | Tolak
1033,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00003385,9606.ENSP00000216797,0,0,700,0,700,CIDs00003385,ChEMBL,CHEMBL185,FLUOROURACIL,4,Small molecule,1962,DNA inhibitor,INHIBITOR,Fluorouracil | 5-Fluorouracil | 5-FU | Fluracil | 5 FU | NSC-19893 | RO 2-9757 | RO-2-9757 | RO-29757 | 5.f.u. | Accusite | Actikerall | Adrucil | Carac | Efudex | Efudix | Fluoro-uracil roche | Fluoroplex | Tolak
1034,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00003385,9606.ENSP00000216797,0,0,700,0,700,CIDs00003385,ChEMBL,CHEMBL185,FLUOROURACIL,4,Small molecule,1962,RNA inhibitor,INHIBITOR,Fluorouracil | 5-Fluorouracil | 5-FU | Fluracil | 5 FU | NSC-19893 | RO 2-9757 | RO-2-9757 | RO-29757 | 5.f.u. | Accusite | Actikerall | Adrucil | Carac | Efudex | Efudix | Fluoro-uracil roche | Fluoroplex | Tolak
1035,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00003310,9606.ENSP00000216797,0,0,700,110,725,CIDs00036462,ChEMBL,CHEMBL44657,ETOPOSIDE,4,Small molecule,1983,DNA topoisomerase II inhibitor,INHIBITOR,Etoposide | NSC-141540 | VP-16-213 | Toposar | Vepesid | Etoposide resolution mixture
1036,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00003061,9606.ENSP00000216797,0,0,700,0,700,CIDs00441207,ChEMBL,CHEMBL254219,DIGITOXIN,4,Small molecule,1982,Sodium/potassium-transporting ATPase inhibitor,INHIBITOR,Digitoxin | Digitoxoside | CRYSTODIGIN | NSC-7529 | Crystodigin | Digimerck | Nativelle digitaline
1037,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002987,9606.ENSP00000216797,0,0,700,100,721,CIDs00222528,ChEMBL,CHEMBL406393,DEOXYCHOLIC ACID,4,Small molecule,2015,Cell membrane disrupting agent,DISRUPTING AGENT,Deoxycholic acid | Desoxycholic acid | Deoxycholate | ATX-101 | DWJ-211 | DWJ211 | NSC-8797 | Kybella
1038,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002909,9606.ENSP00000216797,0,0,700,116,726,CIDs05284373,ChEMBL,CHEMBL160,CYCLOSPORINE,4,Protein,1983,Cyclophilin A modulator,MODULATOR,Ciclosporin | Cyclosporine | Cyclosporin a | 27-400 | ANTIBIOTIC S-7481F1 | NSC-290193 | OL-27-400 | SANG-35 | SDZ-OXL-400 | Capimune | Capsorin | Cequa | Deximune | Gengraf | Ikervis | Neoral | Optimmune | Restasis | Restasis multidose | Sandimmun | Sandimmune | Sangcya | Vanquoral
1039,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002900,9606.ENSP00000216797,0,0,700,852,954,CIDs00006197,ChEMBL,CHEMBL123292,CYCLOHEXIMIDE,0,Small molecule,NA,80S Ribosome inhibitor,INHIBITOR,Cicloheximide | Cycloheximide | TCMDC-125838 | GNF-Pf-5118 | NSC-171
1040,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002833,9606.ENSP00000216797,0,0,700,0,700,CIDs00006167,ChEMBL,CHEMBL107,COLCHICINE,4,Small molecule,1961,Tubulin inhibitor,INHIBITOR,Colchicine | NSC-757 | Colcrys | Gloperba | Mitigare
1041,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002578,9606.ENSP00000216797,0,0,700,0,700,CIDs00002578,ChEMBL,CHEMBL513,CARMUSTINE,4,Small molecule,1977,Glutathione reductase inhibitor,INHIBITOR,Carmustine | BCNU | DTI-015 | FDA-0345 | NSC-409962 | SK-27702 | SRI-1720 | Bicnu | Gliadel
1042,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002578,9606.ENSP00000216797,0,0,700,0,700,CIDs00002578,ChEMBL,CHEMBL513,CARMUSTINE,4,Small molecule,1977,DNA inhibitor,INHIBITOR,Carmustine | BCNU | DTI-015 | FDA-0345 | NSC-409962 | SK-27702 | SRI-1720 | Bicnu | Gliadel
1043,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002578,9606.ENSP00000216797,0,0,700,0,700,CIDs00002578,ChEMBL,CHEMBL513,CARMUSTINE,4,Small molecule,1977,RNA inhibitor,INHIBITOR,Carmustine | BCNU | DTI-015 | FDA-0345 | NSC-409962 | SK-27702 | SRI-1720 | Bicnu | Gliadel
1044,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002548,9606.ENSP00000216797,0,0,700,0,700,CIDs01548943,ChEMBL,CHEMBL294199,CAPSAICIN,4,Small molecule,2009,Vanilloid receptor opener,OPENER,Capsaicin | Ngx-1998 | ALGRX 4975 | ALGRX-4975 | FEMA NO. 3404 | NGX-1998 | NGX-4010 | NSC-56353 | Qutenza | Zacin | Zostrix | Zostrix hp
1045,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002548,9606.ENSP00000216797,0,0,700,0,700,CIDs01548942,ChEMBL,CHEMBL313971,ZUCAPSAICIN,3,Small molecule,NA,Vanilloid receptor agonist,AGONIST,Zucapsaicin
1046,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002244,9606.ENSP00000216797,0,0,800,419,880,CIDs00002244,ChEMBL,CHEMBL25,ASPIRIN,4,Small molecule,1950,Cyclooxygenase inhibitor,INHIBITOR,Acetylsalicylic acid | Aspirin | Acetylsalicylic Acid | BAY1019036 | NSC-27223 | NSC-406186 | 8-hour bayer | Acetosalic Acid | Acetylsalic acid | Alka rapid | Anadin all night | Angettes 75 | Aspro clr | Bayer extra strength aspirin for migraine pain | Danamep | Disprin cv | Disprin direct | Durlaza | Ecotrin | Enprin | Equi-Prin | Gencardia | Levius | Max strgh aspro clr | Measurin | Micropirin ec | Nu-seals 300 | Nu-seals 600 | Nu-seals 75 | Nu-seals cardio 75 | Paynocil | Platet | Platet 300 | Postmi 300 | Postmi 75 | Salicylic Acid Acetate | Vazalore
1047,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002153,9606.ENSP00000216797,0,0,700,0,700,CIDs00002153,ChEMBL,CHEMBL190,THEOPHYLLINE,4,Small molecule,1940,Phosphodiesterase 4 inhibitor,INHIBITOR,Theophylline | Dimethylxanthine | Theophylline monohydrate | NSC-2066 | Accurbron | Aerolate | Aerolate iii | Aerolate jr | Aerolate sr | Aquaphyllin | Bronkodyl | Duraphyl | Elixicon | Elixomin | Elixophyllin | Elixophyllin sr | Labid | Lanophyllin | Lasma | Nuelin | Nuelin sa | Nuelin sa-250 | Pro-vent | Quibron | Quibron-t | Quibron-t/sr | Respbid | Slo-bid | Slo-phyllin | Somophyllin-crt | Somophyllin-t | Sustaire | T-phyl | Theo-24 | Theo-dur | Theobid | Theobid jr. | Theochron | Theocin | Theoclear l.a.-130 | Theoclear l.a.-260 | Theoclear-100 | Theoclear-200 | Theoclear-80 | Theograd | Theolair | Theolair-sr | Theolixir | Theophyl | Theophyl-225 | Theophyl-sr | Theophylline-sr | Theovent | Uni-dur | Uniphyl | Uniphyllin continus | Theophylline melting point standard
1048,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002153,9606.ENSP00000216797,0,0,700,0,700,CIDs00002153,ChEMBL,CHEMBL190,THEOPHYLLINE,4,Small molecule,1940,Phosphodiesterase 3 inhibitor,INHIBITOR,Theophylline | Dimethylxanthine | Theophylline monohydrate | NSC-2066 | Accurbron | Aerolate | Aerolate iii | Aerolate jr | Aerolate sr | Aquaphyllin | Bronkodyl | Duraphyl | Elixicon | Elixomin | Elixophyllin | Elixophyllin sr | Labid | Lanophyllin | Lasma | Nuelin | Nuelin sa | Nuelin sa-250 | Pro-vent | Quibron | Quibron-t | Quibron-t/sr | Respbid | Slo-bid | Slo-phyllin | Somophyllin-crt | Somophyllin-t | Sustaire | T-phyl | Theo-24 | Theo-dur | Theobid | Theobid jr. | Theochron | Theocin | Theoclear l.a.-130 | Theoclear l.a.-260 | Theoclear-100 | Theoclear-200 | Theoclear-80 | Theograd | Theolair | Theolair-sr | Theolixir | Theophyl | Theophyl-225 | Theophyl-sr | Theophylline-sr | Theovent | Uni-dur | Uniphyl | Uniphyllin continus | Theophylline melting point standard
1049,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00002153,9606.ENSP00000216797,0,0,700,0,700,CIDs00002153,ChEMBL,CHEMBL190,THEOPHYLLINE,4,Small molecule,1940,Adenosine receptor antagonist,ANTAGONIST,Theophylline | Dimethylxanthine | Theophylline monohydrate | NSC-2066 | Accurbron | Aerolate | Aerolate iii | Aerolate jr | Aerolate sr | Aquaphyllin | Bronkodyl | Duraphyl | Elixicon | Elixomin | Elixophyllin | Elixophyllin sr | Labid | Lanophyllin | Lasma | Nuelin | Nuelin sa | Nuelin sa-250 | Pro-vent | Quibron | Quibron-t | Quibron-t/sr | Respbid | Slo-bid | Slo-phyllin | Somophyllin-crt | Somophyllin-t | Sustaire | T-phyl | Theo-24 | Theo-dur | Theobid | Theobid jr. | Theochron | Theocin | Theoclear l.a.-130 | Theoclear l.a.-260 | Theoclear-100 | Theoclear-200 | Theoclear-80 | Theograd | Theolair | Theolair-sr | Theolixir | Theophyl | Theophyl-225 | Theophyl-sr | Theophylline-sr | Theovent | Uni-dur | Uniphyl | Uniphyllin continus | Theophylline melting point standard
1050,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00001775,9606.ENSP00000216797,0,0,700,0,700,CIDs00001775,ChEMBL,CHEMBL16,PHENYTOIN,4,Small molecule,1953,Sodium channel alpha subunit blocker,BLOCKER,Phenytoin | Diphenylhydantoin | Phenytek | Phenytex | NSC-8722 | SM-88 COMPONENT PHENYTOIN | Dilabid | Dilantin | Dilantin-125 | Dilantin-30 | Hydantol | Phentytoin
1051,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00001775,9606.ENSP00000216797,0,0,700,0,700,CIDs00001775,ChEMBL,CHEMBL1611,PHENYTOIN SODIUM,4,Small molecule,1956,Sodium channel alpha subunit blocker,BLOCKER,Phenytoin sodium | Phenytoin sodium for injection | Phenytoin sodium salt | Diphenylhydantoin sodium | Dilantin | Diphenylan sodium | Extended phenytoin sodium | Pentran | Phenytek | Phenytex | Prompt phenytoin sodium | Phenytoin Sodium
1052,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00001690,9606.ENSP00000216797,0,0,700,146,736,CIDs00031703,ChEMBL,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,4,Small molecule,1974,DNA topoisomerase II alpha inhibitor,INHIBITOR,Doxorubicin hydrochloride | Doxorubicin liposomal complex of the hydrochloride | Liposomal doxorubicin hydrochloride | Adriamycin | Adriamycin pfs | Adriamycin Rdf | Caelyx | Doxil | Doxil (liposomal) | Doxorubicin hydrochloride (liposomal) | Myocet | Rubex | Doxorubicin HCl
1053,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00001690,9606.ENSP00000216797,0,0,700,146,736,CIDs00031703,ChEMBL,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,4,Small molecule,1974,DNA inhibitor,INHIBITOR,Doxorubicin hydrochloride | Doxorubicin liposomal complex of the hydrochloride | Liposomal doxorubicin hydrochloride | Adriamycin | Adriamycin pfs | Adriamycin Rdf | Caelyx | Doxil | Doxil (liposomal) | Doxorubicin hydrochloride (liposomal) | Myocet | Rubex | Doxorubicin HCl
1054,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00000784,9606.ENSP00000216797,0,0,700,830,947,CIDs00000784,ChEMBL,CHEMBL71595,HYDROGEN PEROXIDE,4,Small molecule,2017,Unknown,NA,Hydrogen peroxide | Hydrogen Peroxide | Oxydol | A-101 | NSC-19892 | Crystacide | Eskata | Hioxyl | Peroxyl
1055,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00000581,9606.ENSP00000216797,0,0,700,212,756,CIDs00012035,ChEMBL,CHEMBL600,ACETYLCYSTEINE,4,Small molecule,1963,Glutathione precursor,NA,Acetylcysteine | N-acetyl-l-cysteine | 5052 | Rk-0202 | NSC-111180 | RK-0202 | A-cys | Acc-600 | Acetadote | Airbron | Cetylev | En-cys | Fabrol | Fluimucil | Fluimucil 600 | Fluimucil long | Fluimucil n | Ilube | Mucomyst | Mucosil | Mucosil-10 | Mucosil-20 | N-Acetyl-L-Cysteine | Oronac 600 | Parvolex | Respi-nac | Siran | Solmucol | Yournac
1056,NFKBIA,ENSG00000100906,ENSP00000216797,protein_coding,CIDm00000581,9606.ENSP00000216797,0,0,700,212,756,CIDs00012035,ChEMBL,CHEMBL600,ACETYLCYSTEINE,4,Small molecule,1963,Mycolytic,NA,Acetylcysteine | N-acetyl-l-cysteine | 5052 | Rk-0202 | NSC-111180 | RK-0202 | A-cys | Acc-600 | Acetadote | Airbron | Cetylev | En-cys | Fabrol | Fluimucil | Fluimucil 600 | Fluimucil long | Fluimucil n | Ilube | Mucomyst | Mucosil | Mucosil-10 | Mucosil-20 | N-Acetyl-L-Cysteine | Oronac 600 | Parvolex | Respi-nac | Siran | Solmucol | Yournac
1057,NFKB2,ENSG00000077150,ENSP00000358983,protein_coding,CIDm09961434,9606.ENSP00000358983,0,0,800,0,800,CIDs09961434,ChEMBL,CHEMBL190412,TEGLARINAD CHLORIDE,1,Small molecule,NA,Nicotinamide phosphoribosyltransferase inhibitor,INHIBITOR,Teglarinad chloride | EB-1627 | EB1627 | GMX-1777 | GMX1777
1058,NFKB2,ENSG00000077150,ENSP00000358983,protein_coding,CIDm05353980,9606.ENSP00000358983,0,0,800,0,800,CIDs05353980,ChEMBL,CHEMBL421,SULFASALAZINE,4,Small molecule,1950,Arachidonate 5-lipoxygenase inhibitor,INHIBITOR,Sulfasalazine | Salazosulfapyridine | Azulfidine | Salicylazosulfapyridine | Sulphasalazine | NSC-203730 | NSC-667219 | SAS-500 | Azulfidine EN | Azulfidine en-tabs | Colizine | S.a.s. | S.a.s.-500 | Salazopyrin | Salazopyrin e.c. | Salazopyrin-en | Ucine
1059,NFKB2,ENSG00000077150,ENSP00000358983,protein_coding,CIDm05353980,9606.ENSP00000358983,0,0,800,0,800,CIDs05353980,ChEMBL,CHEMBL421,SULFASALAZINE,4,Small molecule,1950,Cyclooxygenase inhibitor,INHIBITOR,Sulfasalazine | Salazosulfapyridine | Azulfidine | Salicylazosulfapyridine | Sulphasalazine | NSC-203730 | NSC-667219 | SAS-500 | Azulfidine EN | Azulfidine en-tabs | Colizine | S.a.s. | S.a.s.-500 | Salazopyrin | Salazopyrin e.c. | Salazopyrin-en | Ucine
1060,NFKB2,ENSG00000077150,ENSP00000358983,protein_coding,CIDm00093860,9606.ENSP00000358983,0,0,700,244,766,CIDs00387447,ChEMBL,CHEMBL325041,BORTEZOMIB,4,Small molecule,2003,26S proteosome inhibitor,INHIBITOR,Bortezomib | Bortezomib hydrate | Velcade | LDP-341 | NSC-681239 | PS-341
1061,NFKB2,ENSG00000077150,ENSP00000358983,protein_coding,CIDm00002244,9606.ENSP00000358983,0,0,800,141,823,CIDs00002244,ChEMBL,CHEMBL25,ASPIRIN,4,Small molecule,1950,Cyclooxygenase inhibitor,INHIBITOR,Acetylsalicylic acid | Aspirin | Acetylsalicylic Acid | BAY1019036 | NSC-27223 | NSC-406186 | 8-hour bayer | Acetosalic Acid | Acetylsalic acid | Alka rapid | Anadin all night | Angettes 75 | Aspro clr | Bayer extra strength aspirin for migraine pain | Danamep | Disprin cv | Disprin direct | Durlaza | Ecotrin | Enprin | Equi-Prin | Gencardia | Levius | Max strgh aspro clr | Measurin | Micropirin ec | Nu-seals 300 | Nu-seals 600 | Nu-seals 75 | Nu-seals cardio 75 | Paynocil | Platet | Platet 300 | Postmi 300 | Postmi 75 | Salicylic Acid Acetate | Vazalore
1062,NFKB2,ENSG00000077150,ENSP00000358983,protein_coding,CIDm00000739,9606.ENSP00000358983,0,0,800,0,800,CIDs00439213,ChEMBL,CHEMBL493287,GLUCOSAMINE,4,Small molecule,NA,Supplement,NA,Glucosamine
1063,REL,ENSG00000162924,ENSP00000295025,protein_coding,CIDm00005076,9606.ENSP00000295025,0,0,700,0,700,CIDs00392622,ChEMBL,CHEMBL163,RITONAVIR,4,Small molecule,1996,Human immunodeficiency virus type 1 protease inhibitor,INHIBITOR,Ritonavir | ABBOTT-84538 | Norvir | A-84538 | ABT-538 | NSC-693184 | Ritonavir related compounds mixture
1064,REL,ENSG00000162924,ENSP00000295025,protein_coding,CIDm00005076,9606.ENSP00000295025,0,0,700,0,700,CIDs00392622,ChEMBL,CHEMBL163,RITONAVIR,4,Small molecule,1996,Cytochrome P450 3A inhibitor,INHIBITOR,Ritonavir | ABBOTT-84538 | Norvir | A-84538 | ABT-538 | NSC-693184 | Ritonavir related compounds mixture
1065,NFKBIB,ENSG00000104825,ENSP00000312988,protein_coding,CIDm00093860,9606.ENSP00000312988,0,0,700,181,747,CIDs00387447,ChEMBL,CHEMBL325041,BORTEZOMIB,4,Small molecule,2003,26S proteosome inhibitor,INHIBITOR,Bortezomib | Bortezomib hydrate | Velcade | LDP-341 | NSC-681239 | PS-341
1066,NFKBIB,ENSG00000104825,ENSP00000312988,protein_coding,CIDm00005538,9606.ENSP00000312988,0,0,700,0,700,CIDs00444795,ChEMBL,CHEMBL38,TRETINOIN,4,Small molecule,1971,Retinoic acid receptor agonist,AGONIST,Tretinoin | Retinoic acid | NSC-122758 | Acticin | Altreno | Atralin | Avita | Renova | Retin-a | Retin-a micro | Retin-a-micro | Tretin-X | Vesanoid
